2026-01-28T09:31:54.978836749Z I0128 09:31:54.978191       1 start.go:52] Version: 4.20.0-0-2026-01-28-090915-test-ci-ln-vjb5l1t-latest (Raw: 3ce6221a, Hash: 4593e456f3b51f4c6c458c00752e38f2687baedc)
2026-01-28T09:32:36.284410235Z E0128 09:32:36.284346       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 0, updated: 0, unavailable: 3, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:37.284269792Z E0128 09:32:37.284228       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 0, updated: 0, unavailable: 3, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:38.284395112Z E0128 09:32:38.284328       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 0, updated: 0, unavailable: 3, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:39.284259230Z E0128 09:32:39.284211       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 0, updated: 0, unavailable: 3, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:40.290658874Z I0128 09:32:40.290473       1 sync.go:1951] Stamped boot images configmap with 4593e456f3b51f4c6c458c00752e38f2687baedc and 4.20.0-0-2026-01-28-090915-test-ci-ln-vjb5l1t-latest, machine pool updated count: 1
2026-01-28T09:32:40.290658874Z E0128 09:32:40.290535       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:41.284090570Z E0128 09:32:41.284016       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:42.284590679Z E0128 09:32:42.284538       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:43.284417004Z E0128 09:32:43.284357       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:44.284418088Z E0128 09:32:44.284366       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:45.284471715Z E0128 09:32:45.284424       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:46.285083668Z E0128 09:32:46.284993       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:47.285375187Z E0128 09:32:47.285318       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:48.284365900Z E0128 09:32:48.284314       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:49.284440059Z E0128 09:32:49.284385       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:50.284444724Z E0128 09:32:50.284401       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:51.284449049Z E0128 09:32:51.284399       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:52.284673765Z E0128 09:32:52.284621       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:53.285463050Z E0128 09:32:53.285387       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:54.284062273Z E0128 09:32:54.284005       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:55.284925952Z E0128 09:32:55.284880       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:56.284418860Z E0128 09:32:56.284359       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:57.285690170Z E0128 09:32:57.284977       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:58.284668382Z E0128 09:32:58.284610       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:32:59.284504909Z E0128 09:32:59.284447       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:00.284661031Z E0128 09:33:00.284573       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:01.284448415Z E0128 09:33:01.284398       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
2026-01-28T09:33:02.284922804Z E0128 09:33:02.284856       1 sync.go:1689] Error syncing Required MachineConfigPools: "error MachineConfigPool master is not ready, retrying. Status: (pool degraded: true total: 3, ready 1, updated: 1, unavailable: 2, reason: Node ip-10-0-102-200.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\", Node ip-10-0-108-54.us-west-1.compute.internal is reporting: \"bootstrap generated MC rendered-master-a75705d1cc7ffedd49f44241de5868d7 does not match in-cluster MC generated by the controller\")"
